TEI,TEO,TCI,TCO,Evap.Tons,kW,TEA,TCA,TRE,PRE,TRC,PRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,fault,level
56.63,50.14,75.95,82.05,58.1,51.5,8.7,3.9,41.6,36.7,85.7,96.8,6.4,48,6.2,119.5,33.5,114.5,rl,1
56.59,50.1,75.91,82.01,57.92,51.45,8.3,3.8,41.8,36.9,85.5,96.3,6.4,48,6.4,119.5,33.7,114.7,rl,1
56.46,50.06,75.91,82.01,57.56,51.48,8.3,4,41.8,36.9,85.7,96.8,6.6,48,6.2,119.5,33.5,114.7,rl,1
52.74,49.86,75.83,78.78,25.91,36.02,6.8,1.8,43.2,38.3,80.4,87.4,4.2,49.5,6.2,141.7,60.3,117.4,rl,1
53.23,50.47,75.71,78.49,24.81,35.71,5.8,2.1,44.6,39.8,80.7,87.9,3.7,50.1,5.8,144.3,64,119.7,rl,1
53.23,50.51,75.75,78.53,24.14,35.22,7.6,2,43.2,38.3,80.4,87.4,3.7,50.1,6.8,144.3,63.9,120.4,rl,1
59.17,49.86,70.92,79.55,83.83,61.28,8.8,5.8,40.8,35.9,84.6,95.8,8.6,46.8,6,110.7,26.3,118.1,rl,1
59.17,49.9,70.87,79.43,83.75,61.01,9,5.4,41,36.1,84.6,94.8,8.6,46.8,6,110.9,26.3,117.1,rl,1
59.04,49.77,70.75,79.31,82.98,61.07,9,5.1,40.8,35.8,84.3,94.3,8.3,46.6,5.8,110.5,26.4,116,rl,1
59,49.73,70.67,79.23,83.65,60.61,9.2,5.2,40.4,35.4,84.3,94.3,8.4,46.6,6,110.7,26.2,115.1,rl,1
59,49.77,70.67,79.18,83.2,60.57,9,5.4,40.6,35.8,84,93.8,8.1,46.8,6,110.7,26.5,114.9,rl,1
59.04,49.82,70.67,79.23,83.01,60.8,9,5.1,40.8,35.8,84,93.8,8.1,46.6,6,110.7,26.5,114.5,rl,1
59.04,49.77,70.63,79.14,83.43,60.65,9,5.5,40.6,35.6,84.6,94.8,8.1,46.8,6,110.5,26.7,114.2,rl,1
56.05,49.94,65.55,71.28,54.95,42.9,8.2,3.9,41.8,36.9,74.7,78.4,6.1,48,6.2,110.9,36.2,112.4,rl,1
56.01,49.86,65.51,71.2,55.34,42.84,8.2,3.8,41.8,36.9,74.7,78.4,6,48,6.4,110.7,36.2,112.2,rl,1
55.93,49.82,65.47,71.16,55.07,42.85,8.2,3.9,41.8,36.9,75,78.9,6.6,48,6.2,110.9,35.9,112.4,rl,1
55.97,49.82,65.51,71.2,55.22,42.88,8.4,4.1,41.6,36.7,75,78.9,6,48,6.2,110.9,36,112.4,rl,1
55.97,49.82,65.51,71.16,55.2,42.81,8.4,3.9,41.6,36.7,74.7,78.4,5.8,47.8,6.2,110.7,36.3,112,rl,1
55.97,49.82,65.51,71.16,55.26,42.86,8.2,3.9,41.8,36.9,74.7,78.4,6.1,48,6.2,110.7,36.2,112.2,rl,1
55.93,49.77,65.51,71.16,55.02,42.87,8.2,4.1,41.6,36.7,75,78.9,6.1,47.8,6,110.7,35.9,112,rl,1
53.56,49.9,63.55,67.07,33.07,33.81,8,2.1,42,37.1,69.5,69.5,3.9,49,7.1,122.5,52.7,112.9,rl,1
53.72,49.94,63.5,66.94,33.99,34.02,8.7,2.7,41.3,36.4,69.5,70.5,4.2,49.1,7.8,123,53.7,112.9,rl,1
53.72,49.98,63.55,66.94,33.83,33.99,8.9,2.8,41.2,36.3,69.5,70.5,4.5,49,7.8,123.5,54.2,113.6,rl,1
53.72,49.98,63.59,67.02,33.37,34.07,9.1,2.8,41.2,36.3,69.5,70.5,3.9,49,8,123.7,54.2,113.8,rl,1
53.72,49.98,63.55,66.98,33.76,34.03,9.1,2.8,40.8,35.9,69.5,70.5,4.2,49,7.8,123.7,54.5,113.8,rl,1
53.76,50.02,63.55,67.02,33.4,34.03,9.3,2.7,41,36.1,69.5,70.5,4.1,49,8,124,54.2,113.8,rl,1
53.76,50.02,63.55,67.07,33.77,34.06,9.1,2.7,41,36.1,69.5,70.5,4.2,49,8,124,54.5,114,rl,1
56.01,47.24,84.92,92.98,79.09,74.09,6.8,3.7,40.4,35.4,96.5,117.1,7.3,44.4,4,122,25.2,114,rl,1
56.09,47.28,85.08,93.19,78.87,74.77,6.9,4.3,40.3,35.3,97.5,119.1,8.1,44.4,4.3,122.5,25,114.5,rl,1
55.93,46.87,85.41,93.97,81.81,78.08,6.4,5.1,40.4,35.4,99,122.1,8.4,44.1,3.7,123,23.5,114.9,rl,1
56.01,46.91,85.45,94.09,81.81,78.99,6.9,5.1,40.1,35,99.2,122.6,8.7,44.1,3.9,123.2,24.3,114.9,rl,1
56.01,46.87,85.45,94.05,82.09,79.78,7.4,5.1,39.5,34.6,99,122.1,8.7,43.9,4.4,123.5,24.7,115.1,rl,1
56.01,46.83,85.37,94.05,83.12,79.91,7,5.5,39.8,34.8,99.2,122.6,8.7,43.9,4.4,124.2,24.8,115.3,rl,1
56.01,46.83,85.33,94.05,82.91,79.68,7,5.5,39.5,34.6,99.2,122.6,8.9,43.9,4.1,124,24.8,115.3,rl,1
56.01,46.87,85.33,94.05,82.4,79.72,7.3,5.3,39.5,34.6,98.7,122.6,8.4,43.9,4.3,124.2,25.5,115.6,rl,1
56.01,46.83,85.33,94.05,82.11,79.74,7.4,5.3,39.4,34.5,99.2,122.6,8.7,43.8,4.3,124.2,25.2,115.6,rl,1
51.8,45.56,86.07,92.16,56.12,61.18,5.3,3.8,40.1,35.1,95.7,115.6,6.6,43.8,3.5,127.7,32.2,116.7,rl,1
51.59,45.35,86.11,92.21,55.64,61.3,5,3.8,40.1,35.1,95.7,115.6,6.8,43.8,3.5,127.7,31.7,116.7,rl,1
51.47,45.23,86.07,92.16,55.84,61.41,5,3.4,40.1,35.1,95.3,114.7,7,43.6,3.3,127.4,32.4,116.9,rl,1
51.47,45.23,86.07,92.16,56.18,61.42,5,3.6,40.1,35.1,95.5,115.2,6.6,43.6,3.5,127.4,31.9,116.9,rl,1
51.39,45.15,86.11,92.16,56,61.37,5,3.8,40.1,35.1,95.7,115.6,7,43.6,3.5,127.4,31.7,116.9,rl,1
48.72,45.07,85.74,89.5,32.93,46.45,4.3,2.5,40.8,35.8,91.7,107.7,4.9,44.4,3.6,140.4,49,118.3,rl,1
48.48,44.86,85.94,89.67,32.62,46.56,4,2.4,40.8,35.8,91.7,107.7,4.9,44.4,3.6,140.4,48.7,118.8,rl,1
48.48,45.02,85.49,89.18,30.97,45.37,3.9,2.2,41.2,36.3,91.2,106.7,4.9,44.4,3.4,140.4,49.2,119.2,rl,1
48.77,45.19,85.57,89.18,32.02,45.36,4.7,2.8,40.6,35.6,91.5,107.2,5.2,44.8,4,140.7,49.2,119.7,rl,1
57.61,46.91,76.16,86.31,96.35,78.55,8.5,6.5,38.3,33.5,92.5,109.2,9.7,43,4.7,114.7,22.2,115.6,rl,1
57.16,46.13,76.16,86.64,100.1,82.74,7.7,6.2,38.2,33.4,92.5,109.2,10,42.4,4.4,115.1,22.2,114.7,rl,1
57.04,45.97,76.12,86.68,99.85,82.98,8.1,6.2,37.7,33,92.5,109.2,10,42.2,4.5,115.1,22.6,114.5,rl,1
57,46.01,76.2,86.72,99.51,83.13,7.9,6.4,38,33.2,92.7,109.7,10.2,42.2,4.2,115.3,22.6,114,rl,1
50.65,44.53,76.12,82.09,55.01,51.96,5.1,3.9,39.5,34.6,85.7,96.8,6.1,42.7,3.3,116.9,31.4,113.1,rl,1
50.73,44.66,76.03,81.97,54.43,51.92,5.5,3.8,39.2,34.2,85.7,96.8,6.8,43,3.9,117.4,31.4,113.3,rl,1
50.98,44.82,76.07,81.93,55.44,52.06,5.9,3.9,38.9,34,85.7,96.8,6.4,43,4.1,117.6,32.3,113.1,rl,1
51.02,44.82,76.07,82.01,55.66,52.11,6.2,4,38.6,33.8,85.5,96.3,6.4,43,4.1,117.6,32.1,113.1,rl,1
50.98,44.78,76.03,81.97,55.64,52.11,5.9,4,38.9,34,85.7,96.8,6.4,43,4.1,117.8,32.1,113.1,rl,1
50.98,44.78,76.07,81.97,55.85,52.16,5.9,3.8,38.6,33.8,85.5,96.3,6.4,42.9,4,117.8,32.1,112.9,rl,1
50.94,44.78,76.07,81.97,55.28,52.12,5.9,3.4,38.9,34,85.2,95.8,6.1,43,4,117.6,32.4,112.9,rl,1
48.4,45.39,75.67,78.65,27.04,37.12,4.6,2,41.2,36.3,80.4,87.4,4.3,45.3,4.3,137.8,57,117.1,rl,1
48.36,45.43,75.67,78.65,26.17,37.01,4.4,2.4,41,36.1,80.4,87.4,3.7,45.3,4.3,137.8,57.4,117.6,rl,1
48.36,45.39,75.62,78.65,26.71,37.06,4.4,2.1,41,36.1,80.7,87.9,3.7,45.3,4.1,137.8,57.4,118.1,rl,1
48.4,45.43,75.58,78.65,26.55,37,4.8,2.1,40.8,35.9,80.7,87.9,3.7,45.1,4.3,137.8,57.4,118.3,rl,1
48.36,45.43,75.58,78.61,26.32,36.9,4.4,2.1,41,36.1,80.7,87.9,3.9,45.3,4.3,138.1,57.1,118.3,rl,1
56.71,45.76,71.61,81.93,98.54,74.33,7.1,6.6,38.5,33.7,88,101.3,10.2,42.2,3.7,109.2,21,112.7,rl,1
51.63,44.33,66.25,73.17,65.55,50.23,6.6,4.3,37.7,33,77.3,82.4,7,42,4.3,106.3,28.8,110.9,rl,1
51.59,44.29,66.21,73.13,65.67,50.32,6.7,4.8,37.6,32.9,77.6,82.9,7.5,42,4.3,105.9,28.5,110.5,rl,1
51.59,44.29,66.21,73.13,65.64,50.37,6.4,5.1,37.7,33,77.9,83.4,7.5,42,4.3,105.9,27.8,110.3,rl,1
51.63,44.33,66.25,73.21,65.75,50.44,6.6,4.9,37.7,33,77.3,83.4,7.2,42,4.3,105.9,28.4,110.1,rl,1
51.59,44.25,66.29,73.21,66.07,50.54,5.8,4.9,38.3,33.5,77.9,83.4,7.6,41.9,3.7,105.5,28.1,110.1,rl,1
51.55,44.16,66.25,73.21,66.08,50.5,6.1,4.9,38,33.2,77.9,83.4,7.9,41.9,3.7,105.3,27.4,109.8,rl,1
51.51,44.16,66.25,73.21,66.39,50.58,5.9,4.9,38.2,33.4,77.9,83.4,7.5,41.9,3.9,105.5,27.4,109.6,rl,1
48.68,45.02,66.49,70.22,32.63,36.19,4.1,2.8,40.8,35.8,72.8,75.5,4.7,44.4,3.8,121.7,48.9,112,rl,1
51.8,42.98,80.37,88.56,79.46,71.09,5.2,5,37.7,33,93.7,111.2,9.7,40.9,3.2,116.2,22.5,112.9,rl,1
51.67,42.77,80.5,88.81,80.26,71.99,4.9,5,37.4,32.7,93.7,111.7,9.5,40.5,2.9,116.7,23.2,112.9,rl,1
51.59,42.65,80.62,89.01,80.39,72.96,5.2,5.3,37.2,32.5,94,112.2,9.2,40.4,3.2,117.1,22.9,112.9,rl,1
51.55,42.61,80.74,89.18,80.57,73.7,5.3,5.3,37.1,32.4,94.3,112.7,9.4,40.1,3,117.4,23.1,112.9,rl,1
51.51,42.49,80.82,89.34,80.75,75.07,5.7,5.1,36.7,32.1,94.3,112.7,8.9,39.9,3.6,117.8,23.5,112.7,rl,1
51.55,42.53,80.91,89.38,80.92,75.65,6.2,5.1,36.2,31.6,94.3,112.7,9.1,39.8,3.5,118.1,24,112.9,rl,1
51.51,42.53,80.87,89.46,80.96,76.42,6.2,5.1,36.2,31.6,94.3,112.7,8.7,39.8,3.6,118.5,24,112.9,rl,1
51.51,42.45,80.87,89.46,81.61,76.31,6.1,5.3,36.2,31.7,94.5,113.2,8.9,39.8,3.5,119,24,112.9,rl,1
51.43,42.4,80.82,89.42,80.69,76.4,6.2,5.3,36.2,31.6,94.3,112.7,8.7,39.8,3.6,118.8,24.5,112.9,rl,1
51.43,42.4,80.82,89.42,80.86,76.25,6,5.3,36.2,31.6,94.3,112.7,8.7,39.8,3.6,119,24.7,112.9,rl,1
46.39,39.87,81.15,87.5,58.21,58.51,2.4,2.7,37.2,32.5,89.9,104.2,5.7,39.1,1.5,117.6,27.5,112.9,rl,1
46.47,39.95,81.15,87.46,59.04,58.27,2.7,2.9,37.2,32.5,89.9,104.2,5.7,39.1,1.7,117.4,27.7,112.7,rl,1
46.55,40.07,81.15,87.46,57.77,58.14,2.8,2.9,37.1,32.4,89.9,104.2,5.4,39.1,1.9,117.6,28.2,112.7,rl,1
46.47,40.03,81.11,87.37,57.71,58.24,2.9,2.7,37.2,32.5,89.9,104.2,6.1,39.1,2,117.8,27.7,112.7,rl,1
46.43,40.03,81.15,87.46,57.28,58.11,2.7,2.7,37.2,32.5,89.9,104.2,5.7,38.9,1.7,117.8,27.9,112.4,rl,1
46.39,39.91,81.11,87.33,58.16,57.97,2.7,2.9,37.2,32.5,90.2,104.7,6,39.1,1.7,117.8,27.6,112.2,rl,1
43.81,40.15,80.99,84.96,32.79,44.55,1.7,0.9,38.2,33.4,85.7,96.8,2.3,39.9,1.7,129.6,43.6,114.2,rl,1
43.65,39.95,81.07,85,32.9,44.6,1.9,0.9,38,33.2,85.7,96.8,2,39.6,1.4,129.3,43.6,114.2,rl,1
43.85,40.32,80.74,84.47,31.74,43.12,2.1,2.2,38.3,33.5,84.9,96.8,1.1,40.1,1.8,130.4,45.5,114.7,rl,1
43.97,40.44,80.7,84.47,31.8,43.58,2.4,0.7,38,33.2,85.2,95.8,2.3,40.1,1.9,130.4,45.2,114.9,rl,1
44.02,40.44,80.82,84.59,31.86,43.53,2.2,1.2,38.2,33.4,85.5,96.3,2.5,40.2,2.2,130.9,45.4,115.1,rl,1
52.86,42.04,71,81.23,97.58,75.7,5.5,6.2,36.2,31.6,87.4,99.8,11.4,39.1,2.9,108.2,21,111.8,rl,1
53.19,42.08,71.2,81.56,99.89,76.92,5.9,6.2,36,31.4,87.7,100.3,11.2,39.2,3.4,108.6,20.9,111.8,rl,1
52.41,41.22,71.12,81.64,100.7,79.77,5.9,6.2,35,30.5,87.7,100.3,11.3,38.2,3.2,109.2,21.5,111.1,rl,1
46.55,39.74,71.37,77.96,61.16,52.83,4.3,3.9,35.3,30.8,81.5,89.4,6.6,38.5,3.1,108.8,27.3,109.8,rl,1
46.47,39.62,71.41,77.92,61.19,52.9,4.2,3.7,35.4,30.9,81.5,89.4,6.6,38.4,3,108.6,27.1,109.8,rl,1
46.47,39.58,71.41,77.96,61.99,52.79,3.8,3.5,35.6,31.1,81.3,88.9,6.5,38.2,2.6,108.2,27.1,109.4,rl,1
46.43,39.54,71.37,77.92,61.86,52.8,3.8,3.9,35.6,31.1,81.3,88.9,6.3,38.2,2.6,108.2,26.9,109.4,rl,1
46.43,39.54,71.41,77.96,61.93,52.82,3.8,3.7,35.6,31.1,81.3,88.9,6.3,38.2,2.8,108,27.1,109.4,rl,1
46.43,39.54,71.41,78,61.69,52.82,3.8,3.5,35.6,31.1,81.3,88.9,6.3,38.4,2.8,108.2,26.9,109.2,rl,1
46.43,39.54,71.37,77.96,62.12,52.71,4,3.5,35.4,30.9,81.3,88.9,6.8,38.2,2.8,108.2,26.7,109.2,rl,1
43.69,40.28,71.37,75.01,30.62,38.07,2.5,1.1,37.6,32.9,76,80.4,2.8,39.9,2.3,123,46.7,111.6,rl,1
43.65,40.19,71.45,74.97,30.93,38.08,2.5,1,37.7,33,76,80.4,2.4,40.1,2.4,122.7,46.7,111.8,rl,1
43.57,40.15,71.41,75.05,30.8,38.05,2.4,1.3,37.7,33,76.3,80.9,2.2,39.9,2.3,122.5,46.4,112.2,rl,1
43.57,40.15,71.41,75.05,30.4,38.05,2.3,1.3,37.6,32.9,76.3,80.9,2.1,40.1,2.4,122.2,45.9,112.4,rl,1
43.57,40.11,71.45,75.09,31,38.09,2.4,1.1,38,33,76,80.4,1.9,39.9,2.2,122.5,46.5,112.4,rl,1
43.57,40.15,71.49,75.13,30.32,38.1,1.9,1,38,33.2,76,80.4,1.7,39.9,1.9,122.5,46.2,112.7,rl,1
43.57,40.11,71.49,75.13,30.79,38.09,2.1,1,38,33.2,76,80.4,1.7,40.1,2.4,122,46.2,112.9,rl,1
43.57,40.11,71.45,75.09,31,38.1,2.1,1.3,38,33.2,76.3,80.9,2,40.1,2.1,122,45.7,113.3,rl,1
51.1,40.85,67.56,77.01,92.21,67.29,5.5,5.8,35.1,30.5,82.6,91.3,9.9,38.2,3.2,103.5,20.9,110.9,rl,1
51.1,40.85,67.64,77.18,92.52,67.93,6,5.9,34.7,30.3,82.6,91.8,10.1,38,3.3,104.1,21.5,110.3,rl,1
51.1,40.73,67.72,77.3,93.39,68.35,6,5.3,34.5,30.1,82.6,91.3,10.4,38,3.5,104.3,21.4,110.1,rl,1
51.02,40.64,67.76,77.34,92.52,68.37,5.8,5.5,34.7,30.3,82.6,91.3,9.9,37.8,3.3,104.3,21.9,109.6,rl,1
50.94,40.52,67.76,77.38,93.32,68.56,6,5.8,34.4,30,82.9,91.8,10.1,37.7,3.2,104.3,21.4,109.4,rl,1
50.81,40.44,67.68,77.26,93.37,68.09,5.8,5.6,34.4,30,82.6,91.3,9.9,37.5,3.3,104.3,21.7,109.2,rl,1
47.09,39.87,66.25,73.25,64.96,49.86,3.6,3.6,36,31.6,76,80.4,6.2,38.5,2.3,103.3,27.3,108.4,rl,1
47.09,39.87,66.25,73.13,64.26,50.04,3.5,3,36.3,31.7,76.3,80.4,6.5,38.5,2.2,102.7,26.4,108.2,rl,1
47.13,39.91,66.25,73.13,65.01,49.57,3.4,3.6,36.5,31.9,76.3,80.9,6.2,38.5,2,102.5,26.5,108,rl,1
47.54,40.44,66.25,73.08,63.27,49.95,4.2,4.1,36.2,31.6,76.9,81.9,6.6,38.9,2.9,103.5,26.6,108,rl,1
47.62,40.44,66.33,73.08,64.2,50.11,4.4,3.9,36,31.4,76.9,81.9,6.9,38.7,2.7,103.7,26.8,107.7,rl,1
47.74,40.52,66.33,73.13,64.79,50.31,4.4,3.6,36,31.4,76.6,81.4,6.6,38.9,2.9,103.9,27.3,108,rl,1
47.82,40.64,66.33,73.17,64.32,50.57,4.4,4.3,36,31.4,77.3,82.4,7.6,39.1,2.9,103.9,26.6,107.7,rl,1
43.57,39.87,66.21,70.05,32.95,36.41,2.5,1.2,37.1,32.7,71.2,73,2.8,39.4,2,114.9,43.9,109,rl,1
43.61,39.95,66.08,69.89,32.58,36.47,2.3,1.1,37.6,32.9,70.9,72.5,2.5,39.8,2.4,115.3,44.4,109,rl,1
43.61,39.91,66.13,69.89,33.21,36.41,2.5,1.2,37.4,32.7,70.9,72.5,2.3,39.6,2.2,115.1,44.4,109.4,rl,1
43.57,39.87,66.04,69.85,33.07,36.42,2.3,1.1,37.6,32.9,71.2,73,2.5,39.6,2,114.9,43.7,109.8,rl,1
43.57,39.87,66.08,69.89,33.07,36.4,2.4,1.4,37.4,32.7,71.2,73,2.7,39.8,2.4,114.9,43.3,110.1,rl,1
43.57,39.87,66.04,69.85,33.02,36.42,2.3,1.5,37.6,32.9,71.2,73,2.5,39.6,2.2,114.9,43.9,110.1,rl,1
43.57,39.87,66,69.81,33.2,36.37,2.8,1.4,37.4,32.7,71.2,73,2.5,39.6,2,114.9,43.9,110.5,rl,1
43.57,39.87,66.04,69.85,33.03,36.37,2.5,1.5,37.4,32.7,71.2,73,2.2,39.6,2.2,115.1,43.7,110.7,rl,1
43.57,39.87,66.04,69.85,33.31,36.41,2.4,1.1,37.6,32.9,70.9,72.5,2,39.8,2.4,114.9,44.2,110.9,rl,1
61.62,51.49,86.35,95.85,90.63,82.27,8.1,4.3,43.3,38.5,100,124.1,9.5,48.3,5,124.2,24,114.7,rl,2
61.62,51.45,86.31,95.85,91.42,83.07,8.6,5.6,42.8,37.9,101.1,126.6,10.6,48,5.4,124.2,23.4,115.1,rl,2
61.58,51.41,86.35,95.93,90.83,84.36,8.8,5.6,42.8,37.7,101.1,126.6,10.6,48,5.4,124.7,23.9,115.6,rl,2
61.42,51.21,86.35,96.01,92,85.13,8.5,5.4,42.6,37.7,101.3,127.1,10.6,47.7,5.1,125.2,23.7,115.7,rl,2
61.42,51.13,86.35,96.05,92.66,85.75,8.1,5.9,42.8,37.9,101.6,127.6,10.6,47.7,5.1,125.5,24.2,116,rl,2
61.38,51.08,86.35,96.14,92.29,85.19,8.7,5.4,42.8,37.5,101.3,127.1,10.9,47.5,5.1,125,23.9,116.4,rl,2
61.34,51.04,86.35,96.1,92.79,85.1,8.5,5.4,42.6,37.7,101.3,127.1,10.5,47.5,5.1,125.2,23.9,116.7,rl,2
61.38,51.08,86.35,96.05,92.42,85.19,8.7,5.7,42.4,37.5,101.6,127.6,10.9,47.7,5.3,125.2,23.9,117.1,rl,2
61.38,51.17,86.35,95.97,91.52,84.94,8.5,5.2,42.6,37.7,101.1,126.6,10.5,47.7,5.3,125.2,23.9,117.1,rl,2
57.04,50.68,85.53,91.55,56.8,58.25,8.2,3.4,42.6,37.7,94.8,113.7,7,48.7,6.1,129.3,34.2,118.1,rl,2
56.95,50.59,85.62,91.63,56.84,58.56,8,3.4,42.8,37.9,94.8,113.7,7,48.7,5.9,129,34.2,118.1,rl,2
56.83,50.43,85.66,91.67,57.3,58.71,7.5,3.4,42.8,37.9,95,114.2,6.6,48.5,5.6,128.5,33.5,118.1,rl,2
56.87,50.43,85.7,91.71,57.7,58.88,7.7,3.1,42.8,38,95,114.2,7,48.7,5.8,128.5,33.5,118.1,rl,2
57.36,50.84,85.9,92,58.86,59.71,7.9,3.1,43.2,38.3,95,114.2,7,48.8,5.7,128.5,33.7,118.1,rl,2
53.39,49.94,85.98,89.38,30.92,43.32,6,1.8,44,39.2,91,106.2,4.2,49.5,5.4,144,53.3,120.7,rl,2
53.35,49.94,85.94,89.34,30.56,43.31,6,2,44,39.2,91.2,106.7,4.7,49.3,5.3,144.3,53.1,121.2,rl,2
53.35,49.98,85.94,89.34,30.34,43.29,6,2,44.1,39.3,91.2,106.7,4.2,49.5,5.7,144.7,53.5,121.5,rl,2
53.35,49.98,85.9,89.3,30.12,43.23,6.2,1.8,43.8,39,91,106.2,4.6,49.3,5.5,144.7,53.7,121.7,rl,2
53.35,49.9,85.94,89.3,31.19,43.32,6,2,44,39.2,91.2,106.7,4.2,49.5,5.4,144.7,53.7,122.7,rl,2
61.25,50.02,76.16,86.84,100.8,77.66,8.8,6.2,41,36.1,92.7,109.7,11.4,46.3,5.3,114.7,21.8,117.6,rl,2
61.42,50.18,76.2,86.84,101.8,77.49,9.1,6.2,41,36.1,92.5,109.2,11.5,46.4,5.6,114.7,22.4,116.2,rl,2
61.66,50.43,76.24,86.84,100.6,77.51,9.3,6.4,41,36.1,93,110.2,11.4,46.6,5.8,114.9,21.9,116,rl,2
61.75,50.47,76.2,86.84,100.9,77.79,9.4,6,41,36.1,92.5,109.2,11.5,46.6,5.6,115.1,22.6,115.7,rl,2
56.79,50.18,76.32,82.58,59.31,51.63,8.5,3.5,41.8,36.9,85.7,96.8,6.5,48,6.2,119.2,33.5,114.7,rl,2
56.63,50.1,76.32,82.54,59.01,51.62,8.2,3.5,42.1,37.2,85.7,96.8,6.5,48,6.2,118.8,33.3,114.7,rl,2
56.59,50.06,76.36,82.58,58.26,51.69,8.3,3.2,42,37.1,85.5,96.3,6.5,47.8,5.8,118.8,33.3,114.9,rl,2
56.67,50.1,76.36,82.5,58.79,51.75,8.3,3.7,42.1,37.1,85.5,96.3,6.3,48,6,118.8,33.5,114.9,rl,2
56.67,50.14,76.28,82.54,58.41,51.75,7.8,3.4,42.3,37.4,86,96.8,6.8,48,6,119,32.8,114.7,rl,2
56.63,50.1,76.32,82.58,58.69,51.64,8.2,3.4,42.1,37.2,85.7,96.8,6.5,48,6,119,33.1,114.7,rl,2
52.66,49.9,75.83,78.65,24.69,35.3,6.3,2,43.8,39,80.4,87.4,2.8,49.6,5.8,142,61.9,117.1,rl,2
52.82,50.06,75.91,78.73,24.72,35.35,6,1.7,44.1,39.3,80.4,87.4,3.4,49.6,5.5,143.2,62.8,117.8,rl,2
52.86,50.1,76.07,78.9,24.58,35.76,7.5,2,42.9,38,80.7,87.9,3.7,49.8,7,143.2,62.3,118.5,rl,2
52.94,50.14,75.95,78.78,25.17,35.79,7.7,2,42.8,37.7,80.4,87.4,3.4,49.6,7,143.6,63.2,119.2,rl,2
52.98,50.14,75.99,78.78,25.53,35.69,7.5,1.5,42.9,38,80.4,87.4,3.7,49.8,6.7,143.6,63.3,119.5,rl,2
53.02,50.14,75.99,78.82,25.97,35.79,7.5,1.8,42.9,38,80.7,87.9,3.6,49.8,7,144,63.6,119.9,rl,2
53.02,50.22,76.03,78.86,25.05,35.74,7.2,1.8,43.1,38.2,80.7,87.9,3.4,49.8,6.9,144,63.3,120.2,rl,2
53.06,50.22,76.12,78.94,25.36,35.81,7.4,2.1,42.9,38,81,88.4,3.9,50,6.9,144,62.6,120.4,rl,2
53.06,50.22,76.07,78.94,25.6,35.81,7.4,1.5,43.1,38.2,80.4,87.4,3.6,50,7.1,144,63.2,120.9,rl,2
59.17,49.61,71.53,80.5,85.78,62.77,8.7,5,40.8,35.9,85.2,95.8,9,46.4,5.4,110.7,25.3,117.8,rl,2
58.92,49.41,71.41,80.29,85.24,62.76,8.5,5.2,40.8,35.9,85.2,95.8,8.9,46.3,5.5,110.3,25.4,117.1,rl,2
58.84,49.32,71.33,80.25,85.87,62.35,8.5,4.9,40.8,35.9,84.9,95.3,8.9,46.3,5.5,110.3,25.4,116.4,rl,2
59.25,49.69,71.49,80.33,86.52,62.56,8.8,4.7,40.8,35.8,84.9,95.3,8.9,46.4,5.6,110.3,25.6,115.3,rl,2
59.21,49.69,71.45,80.37,85.73,62.58,8.8,4.9,40.8,35.9,85.2,95.3,9.2,46.4,5.6,110.3,25.1,115.1,rl,2
59.04,49.53,71.45,80.33,85.54,62.5,8.7,4.9,40.8,35.9,84.9,95.3,8.9,46.3,5.5,110.3,25.2,114.2,rl,2
59.04,49.53,71.41,80.29,85.05,62.46,8.7,4.7,40.8,35.9,84.9,95.3,8.9,46.4,5.6,110.1,25.4,114,rl,2
56.71,50.14,66.45,72.63,59.09,44.67,9.3,3.5,40.8,35.9,75.7,79.9,6.5,48.2,7.4,110.7,35.2,113.1,rl,2
56.55,50.06,66.37,72.39,58.55,44.58,9.3,3.7,41,36.1,75.7,79.9,6.3,48,7.2,110.9,35.2,113.1,rl,2
56.46,49.94,66.29,72.22,58.6,44.55,9.3,3.7,40.8,35.8,76,80.4,6.2,47.8,6.9,110.7,34.7,112.7,rl,2
56.42,49.98,66.29,72.22,57.83,44.45,9.2,3.7,40.8,35.8,75.7,79.9,6.3,47.8,7,110.5,35,112.9,rl,2
56.34,49.9,66.29,72.18,57.99,44.52,9.5,3.3,40.6,35.6,75.3,79.4,6.6,47.7,6.9,110.9,34.7,112.4,rl,2
56.3,49.86,66.29,72.18,57.85,44.5,9.3,3.9,40.8,35.8,75.7,79.9,5.9,47.8,7,110.5,35.4,112.2,rl,2
56.26,49.82,66.25,72.14,57.85,44.52,9.2,4.2,40.8,35.8,76,80.4,6.8,47.7,6.9,110.7,34.7,112.2,rl,2
56.26,49.82,66.29,72.18,57.72,44.51,9.2,3.9,40.8,35.8,75.7,79.9,6.1,47.7,6.9,110.7,35,112.2,rl,2
56.26,49.82,66.29,72.1,57.83,44.53,9.4,3.9,40.8,35.6,75.7,79.9,5.9,47.5,7.1,110.5,35,112,rl,2
53.68,49.69,64.45,68.13,35.79,35.01,7.8,2.7,41.8,36.9,70.6,72,3.5,48.7,6.7,121.2,50.6,113.6,rl,2
54.01,50.31,64,67.47,33.35,34.57,8.8,2,41.6,36.7,69.5,70.5,4.5,49.3,8,124,53.7,114.2,rl,2
